uid,image,was_refined,gcrf_iterations,draft_ppv,final_ppv,draft_npv,final_npv,draft_sensitivity,final_sensitivity,draft_specificity,final_specificity,draft_f1_clinical,final_f1_clinical,draft_chair_i,final_chair_i,draft_chair_s,final_chair_s,draft_truthful_rate,final_truthful_rate,draft_halluc_rate,final_halluc_rate,draft_fabrication,final_fabrication,draft_danger_phrases,final_danger_phrases,draft_contradiction_count,final_contradiction_count,draft_monotone_score,final_monotone_score,draft_is_monotone,final_is_monotone,draft_report_length_words,final_report_length_words,draft_cx_f1,final_cx_f1,draft_cx_hallucination_pct,final_cx_hallucination_pct,final_cx_n_hallucinated,final_cx_n_missed,final_cx_hallucinated_conditions,final_cx_missed_conditions,draft_hallucination_score,hallucination_score,delta_hallucination_score,hallucination_class,final_monotone_score.1,final_npv_h,final_ppv_h,final_sensitivity_h,final_specificity_h,final_chair_i_h,final_chair_s_h,final_truthful_rate_h,final_monotone_score_h,final_is_monotone_h,new_score,new_class,old_score,version
2898,2898_IM-1300-0001-0002.dcm.png,True,2,0.4,0.6,0.8,0.9,0.5,0.75,0.7273,0.8182,0.4444,0.6667,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.1111,0,0,20,30,0.4,0.8571,0.0,0.0,0,1,,Edema,38.5,31.5,-7.0,Moderate,0.1111,0.7273,0.25,0.25,0.7273,0.75,0.5,0.5,0.2222,0,27.67,Low,31.5,v2+GCRF
2898,2898_IM-1300-0001-0002.dcm.png,True,2,0.4,0.6,0.8,0.9,0.5,0.75,0.7273,0.8182,0.4444,0.6667,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.1111,0,0,20,30,0.4,0.8571,0.0,0.0,0,1,,Edema,38.5,31.5,-7.0,Moderate,0.1111,0.7273,0.25,0.25,0.7273,0.75,0.5,0.5,0.2222,0,27.67,Low,31.5,v2+GCRF
2898,2898_IM-1300-0001-0002.dcm.png,True,2,0.4,0.6,0.8,0.9,0.5,0.75,0.7273,0.8182,0.4444,0.6667,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.1111,0,0,20,30,0.4,0.8571,0.0,0.0,0,1,,Edema,38.5,31.5,-7.0,Moderate,0.1111,0.9,0.6,0.75,0.8182,0.4,0.5,0.5,0.1111,0,27.67,Low,31.5,v2+GCRF
2898,2898_IM-1300-0001-0002.dcm.png,True,2,0.4,0.6,0.8,0.9,0.5,0.75,0.7273,0.8182,0.4444,0.6667,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.1111,0,0,20,30,0.4,0.8571,0.0,0.0,0,1,,Edema,38.5,31.5,-7.0,Moderate,0.1111,0.9,0.6,0.75,0.8182,0.4,0.5,0.5,0.1111,0,27.67,Low,31.5,v2+GCRF
2898,2898_IM-1300-0001-0002.dcm.png,True,2,0.4,0.6,0.8,0.9,0.5,0.75,0.7273,0.8182,0.4444,0.6667,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.1111,0,0,20,30,0.4,0.8571,0.0,0.0,0,1,,Edema,38.5,31.5,-7.0,Moderate,0.1111,0.7273,0.25,0.25,0.7273,0.75,0.5,0.5,0.2222,0,27.67,Low,31.5,v2+GCRF
2898,2898_IM-1300-0001-0002.dcm.png,True,2,0.4,0.6,0.8,0.9,0.5,0.75,0.7273,0.8182,0.4444,0.6667,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.1111,0,0,20,30,0.4,0.8571,0.0,0.0,0,1,,Edema,38.5,31.5,-7.0,Moderate,0.1111,0.7273,0.25,0.25,0.7273,0.75,0.5,0.5,0.2222,0,27.67,Low,31.5,v2+GCRF
2898,2898_IM-1300-0001-0002.dcm.png,True,2,0.4,0.6,0.8,0.9,0.5,0.75,0.7273,0.8182,0.4444,0.6667,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.1111,0,0,20,30,0.4,0.8571,0.0,0.0,0,1,,Edema,38.5,31.5,-7.0,Moderate,0.1111,0.9,0.6,0.75,0.8182,0.4,0.5,0.5,0.1111,0,27.67,Low,31.5,v2+GCRF
2898,2898_IM-1300-0001-0002.dcm.png,True,2,0.4,0.6,0.8,0.9,0.5,0.75,0.7273,0.8182,0.4444,0.6667,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.1111,0,0,20,30,0.4,0.8571,0.0,0.0,0,1,,Edema,38.5,31.5,-7.0,Moderate,0.1111,0.9,0.6,0.75,0.8182,0.4,0.5,0.5,0.1111,0,27.67,Low,31.5,v2+GCRF
2898,2898_IM-1300-0001-0002.dcm.png,True,2,0.4,0.6,0.8,0.9,0.5,0.75,0.7273,0.8182,0.4444,0.6667,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.1111,0,0,20,30,0.4,0.8571,0.0,0.0,0,1,,Edema,38.5,31.5,-7.0,Moderate,0.1111,0.7273,0.25,0.25,0.7273,0.75,0.5,0.5,0.2222,0,27.67,Low,31.5,v2+GCRF
2898,2898_IM-1300-0001-0002.dcm.png,True,2,0.4,0.6,0.8,0.9,0.5,0.75,0.7273,0.8182,0.4444,0.6667,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.1111,0,0,20,30,0.4,0.8571,0.0,0.0,0,1,,Edema,38.5,31.5,-7.0,Moderate,0.1111,0.7273,0.25,0.25,0.7273,0.75,0.5,0.5,0.2222,0,27.67,Low,31.5,v2+GCRF
2898,2898_IM-1300-0001-0002.dcm.png,True,2,0.4,0.6,0.8,0.9,0.5,0.75,0.7273,0.8182,0.4444,0.6667,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.1111,0,0,20,30,0.4,0.8571,0.0,0.0,0,1,,Edema,38.5,31.5,-7.0,Moderate,0.1111,0.9,0.6,0.75,0.8182,0.4,0.5,0.5,0.1111,0,27.67,Low,31.5,v2+GCRF
2898,2898_IM-1300-0001-0002.dcm.png,True,2,0.4,0.6,0.8,0.9,0.5,0.75,0.7273,0.8182,0.4444,0.6667,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.1111,0,0,20,30,0.4,0.8571,0.0,0.0,0,1,,Edema,38.5,31.5,-7.0,Moderate,0.1111,0.9,0.6,0.75,0.8182,0.4,0.5,0.5,0.1111,0,27.67,Low,31.5,v2+GCRF
2898,2898_IM-1300-0001-0002.dcm.png,True,2,0.4,0.6,0.8,0.9,0.5,0.75,0.7273,0.8182,0.4444,0.6667,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.1111,0,0,20,30,0.4,0.8571,0.0,0.0,0,1,,Edema,38.5,31.5,-7.0,Moderate,0.1111,0.7273,0.25,0.25,0.7273,0.75,0.5,0.5,0.2222,0,27.67,Low,31.5,v2+GCRF
2898,2898_IM-1300-0001-0002.dcm.png,True,2,0.4,0.6,0.8,0.9,0.5,0.75,0.7273,0.8182,0.4444,0.6667,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.1111,0,0,20,30,0.4,0.8571,0.0,0.0,0,1,,Edema,38.5,31.5,-7.0,Moderate,0.1111,0.7273,0.25,0.25,0.7273,0.75,0.5,0.5,0.2222,0,27.67,Low,31.5,v2+GCRF
2898,2898_IM-1300-0001-0002.dcm.png,True,2,0.4,0.6,0.8,0.9,0.5,0.75,0.7273,0.8182,0.4444,0.6667,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.1111,0,0,20,30,0.4,0.8571,0.0,0.0,0,1,,Edema,38.5,31.5,-7.0,Moderate,0.1111,0.9,0.6,0.75,0.8182,0.4,0.5,0.5,0.1111,0,27.67,Low,31.5,v2+GCRF
2898,2898_IM-1300-0001-0002.dcm.png,True,2,0.4,0.6,0.8,0.9,0.5,0.75,0.7273,0.8182,0.4444,0.6667,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.1111,0,0,20,30,0.4,0.8571,0.0,0.0,0,1,,Edema,38.5,31.5,-7.0,Moderate,0.1111,0.9,0.6,0.75,0.8182,0.4,0.5,0.5,0.1111,0,27.67,Low,31.5,v2+GCRF
2915,2915_IM-1317-3001.dcm.png,False,1,0.6,0.6,0.7,0.7,0.5,0.5,0.7778,0.7778,0.5455,0.5455,0.4,0.4,0.4,0.4,0.6,0.6,0.4,0.4,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; No Finding,28.0,28.0,0.0,Low,0.2222,0.7,0.6,0.5,0.7778,0.4,0.4,0.6,0.2222,0,29.3,Low,28.0,v2+GCRF
2916,2916_IM-1318-1001.dcm.png,False,1,0.6,0.6,0.8,0.8,0.6,0.6,0.8,0.8,0.6,0.6,0.4,0.4,0.3333,0.3333,0.6667,0.6667,0.3333,0.3333,1,1,0,0,0,0,0.2222,0.2222,0,0,32,32,0.3333,0.3333,50.0,50.0,1,3,Pneumothorax,Edema; Pleural Effusion; No Finding,33.17,33.17,0.0,Moderate,0.2222,0.8,0.6,0.6,0.8,0.4,0.3333,0.6667,0.2222,0,33.25,Moderate,33.17,v2+GCRF
2920,2920_IM-1323-1001.dcm.png,False,1,0.5,0.5,1.0,1.0,1.0,1.0,0.8462,0.8462,0.6667,0.6667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.0,0.0,0.0,0.0,0,0,,,35.0,35.0,0.0,Moderate,0.2222,1.0,0.5,1.0,0.8462,0.5,0.5,0.5,0.2222,0,29.45,Low,35.0,v2+GCRF
2932,2932_IM-1335-1001.dcm.png,False,1,0.5,0.5,0.8182,0.8182,0.5,0.5,0.8182,0.8182,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.0,0.0,100.0,100.0,1,3,Pneumothorax,Pleural Effusion; Support Devices; No Finding,50.0,50.0,0.0,High,0.2222,0.8182,0.5,0.5,0.8182,0.5,0.5,0.5,0.2222,0,47.4,Moderate,50.0,v2+GCRF
2939,2939_IM-1339-1001.dcm.png,True,2,0.8,0.6667,0.9,0.75,0.8,0.4,0.9,0.9,0.8,0.5,0.2,0.3333,0.2,0.25,0.8,0.75,0.2,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,28,26,0.5714,0.3333,0.0,0.0,0,4,,Consolidation; Pleural Effusion; Support Devices; No Finding,14.0,20.42,6.42,Low,0.2222,0.75,0.6667,0.4,0.9,0.3333,0.25,0.75,0.2222,0,21.77,Low,20.42,v2+GCRF
2951,2951_IM-1349-1001.dcm.png,False,1,0.2,0.2,1.0,1.0,1.0,1.0,0.7143,0.7143,0.3333,0.3333,0.8,0.8,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,48,48,1.0,1.0,0.0,0.0,0,0,,,45.5,45.5,0.0,Moderate,0.2222,1.0,0.2,1.0,0.7143,0.8,0.5,0.5,0.2222,0,37.71,Moderate,45.5,v2+GCRF
2957,2957_IM-1354-1003.dcm.png,False,1,0.25,0.25,1.0,1.0,1.0,1.0,0.5385,0.5385,0.4,0.4,0.75,0.75,0.8,0.8,0.2,0.2,0.8,0.8,1,1,0,0,0,0,0.2222,0.2222,0,0,45,45,1.0,1.0,0.0,0.0,0,0,,,54.25,54.25,0.0,High,0.2222,1.0,0.25,1.0,0.5385,0.75,0.8,0.2,0.2222,0,46.31,Moderate,54.25,v2+GCRF
2961,2961_IM-1355-1001.dcm.png,False,1,0.3333,0.3333,0.7778,0.7778,0.5,0.5,0.6364,0.6364,0.4,0.4,0.6667,0.6667,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.3333,0.3333,1,1,30,30,0.5,0.5,0.0,0.0,0,2,,Lung Opacity; Pleural Effusion,44.33,44.33,0.0,Moderate,0.3333,0.7778,0.3333,0.5,0.6364,0.6667,0.6,0.4,0.3333,1,42.38,Moderate,44.33,v2+GCRF
2966,2966_IM-1359-1001.dcm.png,False,1,0.8,0.8,0.9,0.9,0.8,0.8,0.9,0.9,0.8,0.8,0.2,0.2,0.1667,0.1667,0.8333,0.8333,0.1667,0.1667,1,1,0,0,0,0,0.2222,0.2222,0,0,32,32,0.5,0.5,0.0,0.0,0,2,,Lung Opacity; No Finding,12.83,12.83,0.0,Hallucination-Free,0.2222,0.9,0.8,0.8,0.9,0.2,0.1667,0.8333,0.2222,0,13.99,Hallucination-Free,12.83,v2+GCRF
2969,2969_IM-1360-1001.dcm.png,False,1,0.5,0.5,1.0,1.0,1.0,1.0,0.75,0.75,0.6667,0.6667,0.5,0.5,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.3333,0.3333,1,1,27,27,0.0,0.0,50.0,50.0,1,3,Pneumothorax,Consolidation; Pleural Effusion; Support Devices,46.0,46.0,0.0,Moderate,0.3333,1.0,0.5,1.0,0.75,0.5,0.6,0.4,0.3333,1,41.63,Moderate,46.0,v2+GCRF
2971,2971_IM-1362-2001.dcm.png,True,2,0.6,0.6667,0.9,0.8333,0.75,0.5,0.8182,0.9091,0.6667,0.5714,0.4,0.3333,0.5,0.25,0.5,0.75,0.5,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,20,26,0.4,0.4,0.0,0.0,0,3,,Pleural Effusion; Support Devices; No Finding,31.5,20.42,-11.08,Low,0.2222,0.8333,0.6667,0.5,0.9091,0.3333,0.25,0.75,0.2222,0,20.45,Low,20.42,v2+GCRF
2976,2976_IM-1365-2002.dcm.png,False,1,0.4,0.4,1.0,1.0,1.0,1.0,0.7692,0.7692,0.5714,0.5714,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,33,33,1.0,1.0,0.0,0.0,0,0,,,38.5,38.5,0.0,Moderate,0.2222,1.0,0.4,1.0,0.7692,0.6,0.5,0.5,0.2222,0,32.47,Moderate,38.5,v2+GCRF
2978,2978_IM-1367-4001.dcm.png,False,1,0.5,0.5,0.7273,0.7273,0.4,0.4,0.8,0.8,0.4444,0.4444,0.5,0.5,0.4,0.4,0.6,0.6,0.4,0.4,1,1,0,0,0,0,0.2222,0.2222,0,0,34,34,0.3333,0.3333,0.0,0.0,0,4,,Lung Opacity; Lung Lesion; Support Devices; No Finding,31.5,31.5,0.0,Moderate,0.2222,0.7273,0.5,0.4,0.8,0.5,0.4,0.6,0.2222,0,31.11,Moderate,31.5,v2+GCRF
2993,2993_IM-1380-1001.dcm.png,True,2,0.8,1.0,0.9,1.0,0.8,1.0,0.9,1.0,0.8,1.0,0.2,0.0,0.25,0.0,0.75,1.0,0.25,0.0,1,0,0,0,0,0,0.2222,0.1111,0,0,20,30,0.6667,1.0,0.0,0.0,0,0,,,15.75,0.0,-15.75,Hallucination-Free,0.1111,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.1111,0,1.11,Hallucination-Free,0.0,v2+GCRF
3001,3001_IM-1387-3001.dcm.png,False,1,0.0,0.0,1.0,1.0,0.0,0.0,0.6667,0.6667,0.0,0.0,1.0,1.0,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,0.0,0.0,0,1,,Support Devices,56.0,56.0,0.0,High,0.2222,1.0,0.0,0.0,0.6667,1.0,0.6,0.4,0.2222,0,45.69,Moderate,56.0,v2+GCRF
3016,3016_IM-1392-1001.dcm.png,False,1,0.0,0.0,0.9091,0.9091,0.0,0.0,0.7143,0.7143,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.0,0.0,0.0,0.0,0,1,,No Finding,52.5,52.5,0.0,High,0.2222,0.9091,0.0,0.0,0.7143,1.0,0.5,0.5,0.2222,0,43.87,Moderate,52.5,v2+GCRF
3029,3029_IM-1404-1001.dcm.png,True,2,0.8,0.75,1.0,0.9091,1.0,0.75,0.9091,0.9091,0.8889,0.75,0.2,0.25,0.25,0.25,0.75,0.75,0.25,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,20,26,1.0,0.6667,0.0,50.0,1,0,Pleural Effusion,,15.75,25.0,9.25,Low,0.2222,0.9091,0.75,0.75,0.9091,0.25,0.25,0.75,0.2222,0,24.81,Low,25.0,v2+GCRF
3030,3030_IM-1405-3001.dcm.png,False,1,0.5,0.5,0.8182,0.8182,0.5,0.5,0.8182,0.8182,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.0,0.0,100.0,100.0,1,3,Pneumothorax,Pleural Effusion; Support Devices; No Finding,50.0,50.0,0.0,High,0.2222,0.8182,0.5,0.5,0.8182,0.5,0.5,0.5,0.2222,0,47.4,Moderate,50.0,v2+GCRF
3033,3033_IM-1408-1001.dcm.png,False,1,0.5,0.5,0.8182,0.8182,0.5,0.5,0.8182,0.8182,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.3333,0.3333,0.0,0.0,0,4,,Consolidation; Pleural Effusion; Support Devices; No Finding,35.0,35.0,0.0,Moderate,0.2222,0.8182,0.5,0.5,0.8182,0.5,0.5,0.5,0.2222,0,32.4,Moderate,35.0,v2+GCRF
3046,3046_IM-1418-1001.dcm.png,False,1,0.6667,0.6667,0.7778,0.7778,0.6667,0.6667,0.7778,0.7778,0.6667,0.6667,0.3333,0.3333,0.4,0.4,0.6,0.6,0.4,0.4,1,1,0,0,0,0,0.3333,0.3333,1,1,30,30,0.3333,0.3333,0.0,0.0,0,4,,Lung Opacity; Consolidation; Pleural Effusion; Fracture,25.67,25.67,0.0,Low,0.3333,0.7778,0.6667,0.6667,0.7778,0.3333,0.4,0.6,0.3333,1,27.64,Low,25.67,v2+GCRF
3047,3047_IM-1418-1001.dcm.png,True,2,0.8,0.8,0.9,0.9,0.8,0.8,0.9,0.9,0.8,0.8,0.2,0.2,0.2,0.2,0.8,0.8,0.2,0.2,1,1,0,0,0,0,0.2222,0.1111,0,0,28,34,0.5,0.6667,0.0,25.0,1,1,Pleural Effusion,Lung Opacity,14.0,17.75,3.75,Low,0.1111,0.9,0.8,0.8,0.9,0.2,0.2,0.8,0.1111,0,17.56,Low,17.75,v2+GCRF
3050,3050_IM-1420-1001.dcm.png,True,2,0.0,0.0,1.0,1.0,0.0,0.0,0.6667,0.8,0.0,0.0,1.0,1.0,0.75,0.25,0.25,0.75,0.75,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,20,26,0.0,0.0,0.0,0.0,0,0,,,61.25,43.75,-17.5,Moderate,0.2222,1.0,0.0,0.0,0.8,1.0,0.25,0.75,0.2222,0,34.82,Moderate,43.75,v2+GCRF
3051,3051_IM-1420-1001.dcm.png,True,2,0.4,0.6667,0.9,0.9167,0.6667,0.6667,0.75,0.9167,0.5,0.6667,0.6,0.3333,0.75,0.25,0.25,0.75,0.75,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,20,26,0.0,0.0,50.0,100.0,1,2,Pneumothorax,Pleural Effusion; No Finding,54.75,35.42,-19.33,Moderate,0.2222,0.9167,0.6667,0.6667,0.9167,0.3333,0.25,0.75,0.2222,0,34.14,Moderate,35.42,v2+GCRF
3062,3062_IM-1428-1001.dcm.png,False,1,0.5,0.5,0.8182,0.8182,0.5,0.5,0.8182,0.8182,0.5,0.5,0.5,0.5,0.25,0.25,0.75,0.75,0.25,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.0,0.0,100.0,100.0,1,2,Pneumothorax,Consolidation; No Finding,41.25,41.25,0.0,Moderate,0.2222,0.8182,0.5,0.5,0.8182,0.5,0.25,0.75,0.2222,0,40.4,Moderate,41.25,v2+GCRF
3063,3063_IM-1428-1001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.0,0.0,100.0,100.0,1,3,Pneumothorax,Pleural Effusion; Support Devices; No Finding,50.0,50.0,0.0,High,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,45.92,Moderate,50.0,v2+GCRF
3072,3072_IM-1433-1001.dcm.png,True,2,0.4286,0.6667,0.75,0.75,0.6,0.4,0.6,0.9,0.5,0.5,0.5714,0.3333,0.4,0.25,0.6,0.75,0.4,0.25,1,1,0,0,0,0,0.1111,0.1111,0,0,34,28,0.6667,0.4,0.0,0.0,0,3,,Lung Opacity; Pneumothorax; No Finding,34.0,20.42,-13.58,Low,0.1111,0.75,0.6667,0.4,0.9,0.3333,0.25,0.75,0.1111,0,20.66,Low,20.42,v2+GCRF
3084,3084_IM-1443-1001.dcm.png,False,1,0.8,0.8,1.0,1.0,1.0,1.0,0.9091,0.9091,0.8889,0.8889,0.2,0.2,0.1667,0.1667,0.8333,0.8333,0.1667,0.1667,1,1,0,0,0,0,0.3333,0.3333,1,1,36,36,0.0,0.0,50.0,50.0,1,0,Pneumothorax,,20.33,20.33,0.0,Low,0.3333,1.0,0.8,1.0,0.9091,0.2,0.1667,0.8333,0.3333,1,21.03,Low,20.33,v2+GCRF
3085,3085_IM-1444-1001.dcm.png,True,2,0.6,0.5,1.0,1.0,1.0,1.0,0.8333,0.75,0.75,0.6667,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.1111,0,0,20,35,0.8,1.0,0.0,0.0,0,0,,,31.5,35.0,3.5,Moderate,0.1111,1.0,0.5,1.0,0.75,0.5,0.5,0.5,0.1111,0,29.11,Low,35.0,v2+GCRF
3087,3087_IM-1444-1001.dcm.png,False,1,0.1667,0.1667,0.8889,0.8889,0.5,0.5,0.6154,0.6154,0.25,0.25,0.8333,0.8333,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.3333,0.3333,1,1,27,27,0.6667,0.6667,0.0,0.0,0,1,,Cardiomegaly,50.17,50.17,0.0,High,0.3333,0.8889,0.1667,0.5,0.6154,0.8333,0.6,0.4,0.3333,1,44.88,Moderate,50.17,v2+GCRF
3091,3091_IM-1445-1001.dcm.png,True,2,0.6,0.5,0.7,0.6667,0.5,0.5,0.7778,0.6667,0.5455,0.5,0.4,0.5,0.3333,0.375,0.6667,0.625,0.3333,0.375,1,1,0,0,0,0,0.2222,0.1111,0,0,40,58,0.5714,0.5714,0.0,0.0,0,3,,Lung Opacity; Pneumonia; Support Devices,25.67,30.63,4.96,Moderate,0.1111,0.6667,0.5,0.5,0.6667,0.5,0.375,0.625,0.1111,0,31.28,Moderate,30.63,v2+GCRF
3092,3092_IM-1445-1001.dcm.png,False,1,0.75,0.75,0.8182,0.8182,0.6,0.6,0.9,0.9,0.6667,0.6667,0.25,0.25,0.25,0.25,0.75,0.75,0.25,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.5,0.5,0.0,0.0,0,2,,Lung Opacity; No Finding,17.5,17.5,0.0,Low,0.2222,0.8182,0.75,0.6,0.9,0.25,0.25,0.75,0.2222,0,18.75,Low,17.5,v2+GCRF
3096,3096_IM-1448-1001.dcm.png,False,1,0.7143,0.7143,0.875,0.875,0.8333,0.8333,0.7778,0.7778,0.7692,0.7692,0.2857,0.2857,0.4,0.4,0.6,0.6,0.4,0.4,1,1,0,0,0,0,0.1111,0.1111,0,0,30,30,0.8,0.8,0.0,0.0,0,1,,Lung Lesion,24.0,24.0,0.0,Low,0.1111,0.875,0.7143,0.8333,0.7778,0.2857,0.4,0.6,0.1111,0,22.82,Low,24.0,v2+GCRF
3103,3103_IM-1454-1001.dcm.png,False,1,0.1667,0.1667,0.7778,0.7778,0.3333,0.3333,0.5833,0.5833,0.2222,0.2222,0.8333,0.8333,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.3333,0.3333,1,1,30,30,0.4,0.4,0.0,0.0,0,3,,Pneumonia; Support Devices; No Finding,50.17,50.17,0.0,High,0.3333,0.7778,0.1667,0.3333,0.5833,0.8333,0.6,0.4,0.3333,1,46.8,Moderate,50.17,v2+GCRF
3110,3110_IM-1460-1001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.5,0.5,0.0,0.0,0,2,,Pleural Effusion; No Finding,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
3115,3115_IM-1463-1001.dcm.png,False,1,0.75,0.75,0.9091,0.9091,0.75,0.75,0.9091,0.9091,0.75,0.75,0.25,0.25,0.25,0.25,0.75,0.75,0.25,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.0,0.0,100.0,100.0,1,1,Pneumothorax,Pleural Effusion,32.5,32.5,0.0,Moderate,0.2222,0.9091,0.75,0.75,0.9091,0.25,0.25,0.75,0.2222,0,32.31,Moderate,32.5,v2+GCRF
3121,3121_IM-1466-1001.dcm.png,False,1,0.5,0.5,0.8182,0.8182,0.5,0.5,0.8182,0.8182,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Consolidation; Pleural Effusion; No Finding,35.0,35.0,0.0,Moderate,0.2222,0.8182,0.5,0.5,0.8182,0.5,0.5,0.5,0.2222,0,32.4,Moderate,35.0,v2+GCRF
3126,3126_IM-1470-1001.dcm.png,False,1,0.75,0.75,0.7273,0.7273,0.5,0.5,0.8889,0.8889,0.6,0.6,0.25,0.25,0.25,0.25,0.75,0.75,0.25,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.0,0.0,100.0,100.0,1,4,Pneumothorax,Consolidation; Fracture; Support Devices; No Finding,32.5,32.5,0.0,Moderate,0.2222,0.7273,0.75,0.5,0.8889,0.25,0.25,0.75,0.2222,0,35.2,Moderate,32.5,v2+GCRF
3132,3132_IM-1473-1001.dcm.png,False,1,0.0,0.0,1.0,1.0,0.0,0.0,0.7333,0.7333,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.0,0.0,0.0,0.0,0,1,,Support Devices,52.5,52.5,0.0,High,0.2222,1.0,0.0,0.0,0.7333,1.0,0.5,0.5,0.2222,0,42.36,Moderate,52.5,v2+GCRF
3135,3135_IM-1474-1001.dcm.png,False,1,0.5,0.5,0.8182,0.8182,0.5,0.5,0.8182,0.8182,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.3333,0.3333,0.0,0.0,0,4,,Consolidation; Pleural Effusion; Support Devices; No Finding,35.0,35.0,0.0,Moderate,0.2222,0.8182,0.5,0.5,0.8182,0.5,0.5,0.5,0.2222,0,32.4,Moderate,35.0,v2+GCRF
